ideaID,content,authorID,timeStamp,,,,
8hJst3uvfitZ2WHhw,"Star Trek Phasers The wedding will be done at night and will have various tiny lights set up to look like stars. The groomsmen and bridesmaids will wear Star Trek uniforms in the appropriate color of importance for that person. The person officiating it will instead of saying ""You can now kiss the bride,"" he will say ""Set phasers to stun.""",A1YGSYTOGXCQY7,1.44E+12,Near-Near,"[Star Trek] [Phasers] The wedding will be done at night and will have various tiny lights set up to look like stars. The groomsmen and bridesmaids will wear Star Trek uniforms in the appropriate color of importance for that person. The person officiating it will instead of saying ""You can now kiss the bride,"" he will say ""Set phasers to stun.""",5.6,0.752309658
8i76cPfsNajvGoQXm,Eighties Dance Everyone will be dressed as in the eighties,A2NMETDZGRDQ55,1.44E+12,pInspControl,[Eighties] [Dance] Everyone will be dressed as in the eighties,4.125,-0.003153117
8jgpAoz3YQZLihaoJ,"Hawaii flower lei The wedding will be tropical, island feel, like the Hawaiian islands, so all guests will look like they just arrived off the plane wearing their leis",A1O901WTP8TNIE,1.44E+12,Far-Near,"[Hawaii] [flower lei] The wedding will be tropical, island feel, like the Hawaiian islands, so all guests will look like they just arrived off the plane wearing their leis",2,-0.900732254
8oTeFwm76JvuoKq2m,"Black/White Greyscale clothing Everyone wheres black or white, and the bride and groom get to wear a singular color.",A1KDMPYXFE8ZAZ,1.44E+12,Far-Near,"[Black/White] [Greyscale clothing] Everyone wheres black or white, and the bride and groom get to wear a singular color.",2.666666667,-0.720746882
95KL2YhexgAcEtNcZ,Cats Fake cat ear headband All guests would be required to wear the ears during the ceremony and at the reception,A2R40R4O6G0YBY,1.44E+12,Far-Near,[Cats] [Fake cat ear headband] All guests would be required to wear the ears during the ceremony and at the reception,5,0.341777225
9CSSP53DSrs2L3JJw,libraries books guests will bring their favorite book and write words of wisdom in the front for the bride and groom,A1CFUMXK9QFT9M,1.44E+12,Near-Near,[libraries] [books] guests will bring their favorite book and write words of wisdom in the front for the bride and groom,5,0.243675697
9CuEkh5CnZgcdjGus,World culture outfits from other cultures Each table at the reception could represent a different country.,A35NZAXRVLAC0G,1.44E+12,Far-Near,[World culture] [outfits from other cultures] Each table at the reception could represent a different country.,6,1.13785043
9Dq3unHtQsnziZZDZ,beach shell Write a message on the shell for the couple. ,A2GR1NO60FBJ2,1.44E+12,Near-Near,[beach] [shell] Write a message on the shell for the couple. ,5.5,0.694524477
9KmuRLjBjTbuAiwxm,Poetry Poem Guests bring a poem and couple picks a poem to read to each other.,A36O6HV8LCXLJR,1.44E+12,pInspControl,[Poetry] [Poem] Guests bring a poem and couple picks a poem to read to each other.,3.8,-0.252102697
9M9zMwwP4mJ4cc2BA,Fatal Attractions Animals This wedding is for people who live in the country.  People have to bring wild animals with them.  This party is for people with lots of money.  The animals may or may not be tamed.  ,A2C1GIV5DE7IAG,1.44E+12,Near-Far,[Fatal Attractions] [Animals] This wedding is for people who live in the country.  People have to bring wild animals with them.  This party is for people with lots of money.  The animals may or may not be tamed.  ,5.6,0.944798158
9RpgoCCLiEcBFG2t5,Games games Bring game boards and cards,A3LN9BVLOWLYER,1.44E+12,Far-Far,[Games] [games] Bring game boards and cards,4.6,0.174776675
9cb47Hi9u7PDEj759,Lego Legos Each table will have a different set of legos as a ceterpiece  and there will be legos on every table. Each guest will have a lego building contest with the legos you bring.,A2ADDMNS8KVPYV,1.44E+12,pInspControl,[Lego] [Legos] Each table will have a different set of legos as a ceterpiece  and there will be legos on every table. Each guest will have a lego building contest with the legos you bring.,5.5,1.07973937
9gaYy5X84sNEF3oFx,Egyptian palm leaves Wave palms at the bride and groom as they exit after getting married,A3VBJKFVE970LX,1.44E+12,Far-Far,[Egyptian] [palm leaves] Wave palms at the bride and groom as they exit after getting married,4,0.040131148
9pYrvQM2iw7uMxWS2,World of Warcraft Makeup bride and groom dress up and disguise themselves as their favorite race,A2NR3V8TOE2NHY,1.44E+12,Near-Near,[World of Warcraft] [Makeup] bride and groom dress up and disguise themselves as their favorite race,5.285714286,0.687344815
9r22i5CxF5Fmka6zh,sweet times bag of candy sweethearts bring candy,AW5FP8MFB3F7X,1.44E+12,Near-Near,[sweet times] [bag of candy] sweethearts bring candy,2.4,-0.926496531
9zbtnZc27B8DRetmX,Old West cowboy boots Everyone will be dressed as a cowboy. ,A9AYICE1E4D87,1.44E+12,Far-Near,[Old West] [cowboy boots] Everyone will be dressed as a cowboy. ,1,-2.159524741
A3DhSjeEjKJcABXNH,"Revenge of the Nerds Nerdy objects This will be a theme wedding based off the popular 80s movies, Revenge of the Nerds. Everyone will be dressed in a stereotype nerd outfit that could include high waters, button up shirts, a pocket full of pencils, and big nerdy glasses.",AV05BXQORIXZR,1.44E+12,Near-Far,"[Revenge of the Nerds] [Nerdy objects] This will be a theme wedding based off the popular 80s movies, Revenge of the Nerds. Everyone will be dressed in a stereotype nerd outfit that could include high waters, button up shirts, a pocket full of pencils, and big nerdy glasses.",4.25,0.117148572
ACg3aEo9jupuQwr8x,"find us GPS we will give you gps coordinates and a time, meet us there",AW5FP8MFB3F7X,1.44E+12,Near-Near,"[find us] [GPS] we will give you gps coordinates and a time, meet us there",6.25,1.115577245
AGMofGP3MAnQ4wrga,"Hearts Pictures The theme of Hearts is centered around love.  Please bring a picture of you and your spouse, significant other, or loved one.  The pictures will be posted on a board at the reception to show everyone's most lovable memories. We want the room to be filled with love on our special day!",A8A18JVCPOROY,1.44E+12,Near-Near,"[Hearts] [Pictures] The theme of Hearts is centered around love.  Please bring a picture of you and your spouse, significant other, or loved one.  The pictures will be posted on a board at the reception to show everyone's most lovable memories. We want the room to be filled with love on our special day!",3.25,-0.514355913
APgHgC9yytMnjPHki,Zombies costume makeup Everyone dresses up as zombies.,A2GR1NO60FBJ2,1.44E+12,Near-Near,[Zombies] [costume makeup] Everyone dresses up as zombies.,5.25,0.384411738
AQhZaFcyNXS2Fizh8,service game have different games at the reception for people to enjoy themselves after the wedding service,A1CKIYN01NV9GJ,1.44E+12,Far-Far,[service] [game] have different games at the reception for people to enjoy themselves after the wedding service,3.666666667,0.021373397
AmgF7JGCBgHn5Tr5m,"ocean swim wear, snorkeling gear there will be time for everyone to enjoy the water after the cake is cut",A26T6O5EFR54A9,1.44E+12,pInspControl,"[ocean] [swim wear, snorkeling gear] there will be time for everyone to enjoy the water after the cake is cut",5.8,0.660061112
ArAcByWv7eH8t5v32,Beach beach items It will be on the beach,AWWEZ469E6GCX,1.44E+12,Near-Far,[Beach] [beach items] It will be on the beach,1,-1.659976615
Aswi339P9FyCMgb4u,Drag Dress in Drag Dress as the opposite sex in this drag queen wedding.,AT8WISY6ZVNWA,1.44E+12,Near-Near,[Drag] [Dress in Drag] Dress as the opposite sex in this drag queen wedding.,6,1.647943887
AvSpaf2NnczbtX3vL,Beach Swimsuit Wedding will be held on the beach and you can swim afterwards,ABBZGF22NICO7,1.44E+12,pInspControl,[Beach] [Swimsuit] Wedding will be held on the beach and you can swim afterwards,1.666666667,-1.25190268
Ayrx6EoT33PfDaLEu,lord of the rings ring having bridal party dressed as characters from LotR and the ring is the one ring to bind them. ,A2P2KRN6Y2CQ5B,1.44E+12,Near-Far,[lord of the rings] [ring] having bridal party dressed as characters from LotR and the ring is the one ring to bind them. ,5,0.598803588
B2oFNSCErHm6oZEas,Greek Gods Togas Guests will dress as figures from Greek mythology.,A2R40R4O6G0YBY,1.44E+12,Far-Near,[Greek Gods] [Togas] Guests will dress as figures from Greek mythology.,3.833333333,-0.395244746
BBxC6n7EaSRWzCpG2,"library setting books Bride and groom could get married in a libraryguests could bring books to donate ",A2AQKBS7JI2OOT,1.44E+12,Near-Far,"[library setting] [books] Bride and groom could get married in a libraryguests could bring books to donate ",4.8,0.500926386
BQ38NFQgnJXMjr6fP,dogs dogs Bring your dog to the wedding,A3LN9BVLOWLYER,1.44E+12,Far-Far,[dogs] [dogs] Bring your dog to the wedding,5.333333333,0.882589798
BYkPBAvkgoASj27DF,Victorian Era Victorian Costume Everyone will dress in pretentious Victorian clothes. ,A2AWBDW9V1E9KT,1.44E+12,Far-Near,[Victorian Era] [Victorian Costume] Everyone will dress in pretentious Victorian clothes. ,4.2,0.334377766
BcLQBdzfS42MT54H6,Music 45 records Used with gold and silver paint pens to write notes to bide and groom and given to use as wall art in new home.,A1IXUTQDYODKJI,1.44E+12,Near-Far,[Music] [45 records] Used with gold and silver paint pens to write notes to bide and groom and given to use as wall art in new home.,3.666666667,-0.023556856
Bd5toAefNGoWpEdnN,pumpkin spice pumpkin color of decorations,A5DB9OBBOOX6M,1.44E+12,Near-Near,[pumpkin spice] [pumpkin] color of decorations,2.5,-0.634304591
BdEp8PgRs3iktuN4w,"Pirates hat, wig, eye patch, costume, tall boots, sword, dagger Restaurant / reception area can be decorated as pirate ship. Waiters / barmen, if any are employed, should be required to wear pirate costumes. Guests are encouraged but not obligated to wear something similar. Music from pirate films can be playing, entertainers who do ""pirate stuff"" can be invited to perform or even host the reception.",A3760PCQD2MPIO,1.44E+12,Near-Near,"[Pirates] [hat, wig, eye patch, costume, tall boots, sword, dagger] Restaurant / reception area can be decorated as pirate ship. Waiters / barmen, if any are employed, should be required to wear pirate costumes. Guests are encouraged but not obligated to wear something similar. Music from pirate films can be playing, entertainers who do ""pirate stuff"" can be invited to perform or even host the reception.",4.666666667,0.41627387
Brv2fkgXJTpE9JJRH,"Christmas tree You could have red and green as wedding colors, with a big tree in the middle for guests to put their gifts under. ",AHUD85SEX0LUO,1.44E+12,Near-Near,"[Christmas] [tree] You could have red and green as wedding colors, with a big tree in the middle for guests to put their gifts under. ",4.571428571,0.177742961
BwSbGZxePkfKEebTq,"Steam Punk victorian dress There will be various ""steam punk"" items around the wedding, and perhaps they gift at the tables would be a watch or pendant, and the Victorian clothing would fit in with the style",A1O901WTP8TNIE,1.44E+12,Far-Near,"[Steam Punk] [victorian dress] There will be various ""steam punk"" items around the wedding, and perhaps they gift at the tables would be a watch or pendant, and the Victorian clothing would fit in with the style",3.6,-0.265964795
BzkSXrvPmBzEy4FMK,"Marvel Marvel costumes Bride will be black widow in black suit and groom could be Thor with His Hammer. Minister could be Nick fury,",A2QJEZZWUPNL4A,1.44E+12,Near-Near,"[Marvel] [Marvel costumes] Bride will be black widow in black suit and groom could be Thor with His Hammer. Minister could be Nick fury,",4.75,0.273792996
C3WZBeN2NgKcLWxaS,sex dildo free dildos for all the married ladies,A258MR1IS96JEP,1.44E+12,Near-Far,[sex] [dildo] free dildos for all the married ladies,4,-0.059864202
C5DyHNxTjwChwF62n,Harry Potter broom A game of quidditch will be played,A30QIP839AZBGL,1.44E+12,Far-Far,[Harry Potter] [broom] A game of quidditch will be played,3.6,-0.005476925
C95tJoGLcMZ6Go6i3,"Hawaiian Lei Pat and Taylor met in Hawaii so they want a Hawaiian theme. They ask that you wear something Hawaiian - including shirts, grass skirts, leis - anything happy and Hawaiian. ",A32W24TWSWXW,1.44E+12,Far-Far,"[Hawaiian] [Lei] Pat and Taylor met in Hawaii so they want a Hawaiian theme. They ask that you wear something Hawaiian - including shirts, grass skirts, leis - anything happy and Hawaiian. ",2.666666667,-0.745039408
CBEKdFaPxSRCuWdZj,star wars Light sabers Grooms men and bridesmaid will dress as jedi with light sabers,A2QJEZZWUPNL4A,1.44E+12,Near-Near,[star wars] [Light sabers] Grooms men and bridesmaid will dress as jedi with light sabers,7,0.859418489
CEF4MqEaQzmpCnRRR,haunted chainsaw A prop to scare people with,A1IS0218RVG60K,1.44E+12,Far-Far,[haunted] [chainsaw] A prop to scare people with,5.333333333,1.075967685
CHqtoKGF8gx2cdgm6,Gangster hats Wear gangster hats from different bad guys,A3LN9BVLOWLYER,1.44E+12,Far-Far,[Gangster] [hats] Wear gangster hats from different bad guys,3,-0.516335553
CJuZ8gYo9QRtMM2f6,Zombies makeup Everyone will have to wear zombie makeup to complete the look of the wedding.,A9AYICE1E4D87,1.44E+12,Far-Near,[Zombies] [makeup] Everyone will have to wear zombie makeup to complete the look of the wedding.,3.75,-0.415759527
CN4M5bmnANN3Rry9A,organza silk Main hall and dining would all have its share of organza fabric.   Would hang through the doorways and be used as table clothes.   Could implement it into seating cushions for extra effect.,A5F3DEDHBOKUV,1.44E+12,Far-Far,[organza] [silk] Main hall and dining would all have its share of organza fabric.   Would hang through the doorways and be used as table clothes.   Could implement it into seating cushions for extra effect.,2.428571429,-1.228404775
CTDF6tF3JvpReuBqG,TV Shows Something TV Related Each guest will use their prop to help decorate their table.,A2Q9ZJ26LVHU5G,1.44E+12,pInspControl,[TV Shows] [Something TV Related] Each guest will use their prop to help decorate their table.,4,-0.285464257
CYcxPFahXK5JibPNm,Bowling League Bowling shirt The weeding theme is bowling league. We want all guests to bring a bowling shirt and shoes if they have them. ,AU9JSBIVI1ZS1,1.44E+12,Near-Far,[Bowling League] [Bowling shirt] The weeding theme is bowling league. We want all guests to bring a bowling shirt and shoes if they have them. ,4.555555556,0.272357375
CYihjgKrJ2W325jzE,Samurai Katana Bring your own sword to this samurai themed wedding. ,AT8WISY6ZVNWA,1.44E+12,Near-Near,[Samurai] [Katana] Bring your own sword to this samurai themed wedding. ,5.6,0.855553124
CabBB3exdxxJiobH7,exercise pair of sneakers we will do phyiscal activities after the wedding,A1V6BJT8KGVC1K,1.44E+12,pInspControl,[exercise] [pair of sneakers] we will do phyiscal activities after the wedding,2.833333333,-0.337184084
CheAMTaJA54EZvMvB,Hell Horns Guests wear horns at the dark ceremony,A2V8WP19CYR0H3,1.44E+12,Far-Near,[Hell] [Horns] Guests wear horns at the dark ceremony,5,0.887667496
CiQpqHMGkJkrriy9q,Garden flowers Bring various flowers ,A3LN9BVLOWLYER,1.44E+12,Far-Far,[Garden] [flowers] Bring various flowers ,1.666666667,-1.161915726
CmbfFnDHvZP4ZNn3c,Water world bathing suits All guests should wear (comfortable) bathing suits -- prepare to get wet!,A1OFS99W7B2RET,1.44E+12,pInspControl,[Water world] [bathing suits] All guests should wear (comfortable) bathing suits -- prepare to get wet!,5.333333333,0.526712176
CorvkeYb6W73LSYMo,Washington Redskins Football I would have a Redskin theme wedding.  The decorations would be football themed items.  Everything will be done in the colors of burgundy and gold.,A39KXU2B7L9MAC,1.44E+12,Near-Far,[Washington Redskins] [Football] I would have a Redskin theme wedding.  The decorations would be football themed items.  Everything will be done in the colors of burgundy and gold.,4.25,0.123945973
CtW9GTadhq5dJKYzR,farm farm animals have a wedding on the farm with the animals,A258MR1IS96JEP,1.44E+12,Near-Far,[farm] [farm animals] have a wedding on the farm with the animals,3.666666667,0.147830436
CxYFpoKtNYhDJ5pY6,horror mask guests will wear masks of characters from horror films,A31BENEKICWUVP,1.44E+12,Far-Near,[horror] [mask] guests will wear masks of characters from horror films,4.428571429,0.48982945
CzvXAxMGdQSaRGGcD,Frozen Ice sculptors The colors will be silver and blue. There will be tons of ice sculptors and snow flakes everywhere,A35W13N45CZB1O,1.44E+12,pInspControl,[Frozen] [Ice sculptors] The colors will be silver and blue. There will be tons of ice sculptors and snow flakes everywhere,4.4,0.595074284
D7EFSCMvgTczFSzXg,Facebook  pictures all the picture that will be uploaded to social media,A1CKIYN01NV9GJ,1.44E+12,Far-Far,[Facebook ] [pictures] all the picture that will be uploaded to social media,3,-0.643367402
DB6xL7LuQemzSYupT,"Game of Thrones Garb Everyone will arrive with Game of Thrones garbs on, with the decorations fitting the themes of Game of Thrones.",AEHONA1BIY9JB,1.44E+12,pInspControl,"[Game of Thrones] [Garb] Everyone will arrive with Game of Thrones garbs on, with the decorations fitting the themes of Game of Thrones.",4,0.196827133
DG9XG3C4sija5Bbwq,Office Post its Utilize post its to create messages for the bride and groom,A3VBJKFVE970LX,1.44E+12,Far-Far,[Office] [Post its] Utilize post its to create messages for the bride and groom,4.25,0.326947156
DJiPeLWW7QwrteXXx,Sport theme Jersey Wedding attendants will dress in their favorite team jersey. The setting will be like that of an arena and the wedding party will be the cheerleaders.,A2YKW761AK4ZGY,1.44E+12,Near-Near,[Sport theme] [Jersey] Wedding attendants will dress in their favorite team jersey. The setting will be like that of an arena and the wedding party will be the cheerleaders.,4.166666667,-0.039799309
DKcLF7u5enmQQZPp4,"Water Park Water park, swimsuits Wedding at a water park where everyone including the bride and the groom are wearing swimsuits",AW081A2YEZT14,1.44E+12,Near-Far,"[Water Park] [Water park, swimsuits] Wedding at a water park where everyone including the bride and the groom are wearing swimsuits",5.166666667,0.42039566
DL9j9q4DB78ujavYA,Sports Sports balls Guests will make up new games to play based on what balls are available.,A3SZO64Y8QCPPU,1.44E+12,Near-Far,[Sports] [Sports balls] Guests will make up new games to play based on what balls are available.,5.75,0.663797203
DY9Rt2CvnmrrLscEc,Pasta Noodles Everyone will wear pasta-inspired clothing and pasta will be served.,AEHONA1BIY9JB,1.44E+12,pInspControl,[Pasta] [Noodles] Everyone will wear pasta-inspired clothing and pasta will be served.,6.666666667,1.495600331
DaW5zu8gvRLAyFeae,"Disney Toy Wedding will be Disney themed, props will help create an atmosphere",ABBZGF22NICO7,1.44E+12,pInspControl,"[Disney] [Toy] Wedding will be Disney themed, props will help create an atmosphere",5.2,0.526896586
Dd3NbEWprrGrDoNXf,"Horror Costume Pieces Everyone is encouraged to fit in by wearing as much of a costume as they want. From fake teeth to bad wigs, all are welcome.",A3SZO64Y8QCPPU,1.44E+12,Near-Far,"[Horror] [Costume Pieces] Everyone is encouraged to fit in by wearing as much of a costume as they want. From fake teeth to bad wigs, all are welcome.",5,0.21524753
DeLYrPktd6NxjaNuk,"Sports sports attire Guests come dressed in their favorite teams jerseys, colors, etc. ",A2GR1NO60FBJ2,1.44E+12,Near-Near,"[Sports] [sports attire] Guests come dressed in their favorite teams jerseys, colors, etc. ",6,0.845906186
DfnNYaADWiTqsgyzK,beatles musical signs vowels have beatles lyrics,A1VCAMP3XM62R4,1.44E+12,Far-Near,[beatles] [musical signs] vowels have beatles lyrics,3.333333333,0.161065676
DirThDtNuPTzzo6nz,"Pirates Pirate ship The whole thing will be held on a mockup of the ship, which will then serve as the setting for the reception. ",A14D297BQB6QF3,1.44E+12,Near-Near,"[Pirates] [Pirate ship] The whole thing will be held on a mockup of the ship, which will then serve as the setting for the reception. ",4.666666667,0.240428816
DnSoYY4Kkxm8CiSFG,Family Kid Many weddings are not kid-friendly so that'd be cool.,AVU1N78F92K93,1.44E+12,Far-Near,[Family] [Kid] Many weddings are not kid-friendly so that'd be cool.,2.75,-0.676599134
Dp56Sbopdq5iNnejx,ski everyone will have ski jackets and hats everyone will have ski jackets and hats on and there will be skis lianing on the walls as well,AW081A2YEZT14,1.44E+12,Near-Far,[ski] [everyone will have ski jackets and hats] everyone will have ski jackets and hats on and there will be skis lianing on the walls as well,2.5,-0.991805922
EJxSDRA7stkLKn8kF,Magic Wands The attendees could wave wands to wish the bridge and groom good luck,A3VBJKFVE970LX,1.44E+12,Far-Far,[Magic] [Wands] The attendees could wave wands to wish the bridge and groom good luck,4.5,0.415296064
EMTEs4pHSfwZj55TK,slip and slide bathing suit instead of an aisle everyone will go down a slip and slide,A1V6BJT8KGVC1K,1.44E+12,pInspControl,[slip and slide] [bathing suit] instead of an aisle everyone will go down a slip and slide,5.5,0.925379836
EQqFqs3XdTiq4cWks,the 80's crazy hair crazy hair was from the 80's,A544VW8YTMPJP,1.44E+12,Far-Far,[the 80's] [crazy hair] crazy hair was from the 80's,3.5,-0.300391186
Ed6QHDHRSLnzReCP2,Metropolitan favorite accessory The theme is metropolitan and glitz and glam. All guests will bring their favorite high end accessory to make it seem like they are in the center of new york,A3BPTARPGHYU1N,1.44E+12,Far-Near,[Metropolitan] [favorite accessory] The theme is metropolitan and glitz and glam. All guests will bring their favorite high end accessory to make it seem like they are in the center of new york,4.333333333,0.115906782
EdwoRrRYCatjefEQZ,Western Hay bell Guests can sit on hay bells for the ceremony.,A1RSJ45RXTREWN,1.44E+12,Far-Far,[Western] [Hay bell] Guests can sit on hay bells for the ceremony.,4.833333333,0.035517046
EjGW2gMC8Gjnedspu,Superheroes Heroes Everything will be dressed as superheroes,A2NMETDZGRDQ55,1.44E+12,pInspControl,[Superheroes] [Heroes] Everything will be dressed as superheroes,6.5,0.9527883
EqNXPx5oStFvgzRkb,retro bell bottoms wear clothes of your youth,AW5FP8MFB3F7X,1.44E+12,Near-Near,[retro] [bell bottoms] wear clothes of your youth,2.5,-0.485099569
EtizRnGsqZ9GdXN7G,spring flowers wear spring flowers in your hair or corsage spring flowers as decorations and each bridesmaid a different dress color with spring flower in hair,A5DB9OBBOOX6M,1.44E+12,Near-Near,[spring flowers] [wear spring flowers in your hair or corsage] spring flowers as decorations and each bridesmaid a different dress color with spring flower in hair,1.333333333,-1.406060383
EuiePNzWb9m9nGTZT,Adult sex toys Outgoing guests only!  Bring your favorite adult toy or adult themed trinket!,A1OFS99W7B2RET,1.44E+12,pInspControl,[Adult] [sex toys] Outgoing guests only!  Bring your favorite adult toy or adult themed trinket!,5.8,1.074177426
Ev9ugNMmx59i9z7dv,"Old South Cigar Lots of flowers and sweet tea, men will smoke cigars instead of catching the garter.",A2BWTQWFM1J2IN,1.44E+12,Near-Far,"[Old South] [Cigar] Lots of flowers and sweet tea, men will smoke cigars instead of catching the garter.",5.166666667,0.296788094
ExgfJ3E53YQMBsTQj,Pirates Eye-Patches Everyone will show up in some type of pirate attire.,AEHONA1BIY9JB,1.44E+12,pInspControl,[Pirates] [Eye-Patches] Everyone will show up in some type of pirate attire.,4.2,-0.09428734
F2w22n9erNQJoyfji,"Vegas Poker Chips The colors of the wedding will be the standard poker chip colors. To make it feel like Vegas though, it will look like a cheap place that one elopes.",A1YGSYTOGXCQY7,1.44E+12,Near-Near,"[Vegas] [Poker Chips] The colors of the wedding will be the standard poker chip colors. To make it feel like Vegas though, it will look like a cheap place that one elopes.",5.2,0.485506712
F3d6ud8fTBwpyxchD,"countryside daisies daisies strewn about with wild abandon. decorations of barns, cows, trees.",A39J3Y8YVC6AIZ,1.44E+12,Far-Near,"[countryside] [daisies] daisies strewn about with wild abandon. decorations of barns, cows, trees.",2.833333333,-0.610420921
F44MyjvFvWK7Cj8C3,Gothic All black attire we love goth and want you to share in that love for our wedding Please wear all black and be ready for fun,A38BPA6LLVQCN,1.44E+12,Far-Far,[Gothic] [All black attire] we love goth and want you to share in that love for our wedding Please wear all black and be ready for fun,5,0.58198202
F5vvcbs2Bncy4Ytq2,Christmas Santas Each guests exchanges a santa with another guest at their table and explains a story that goes along with that santa.,A2OJ5XOEKTKRR9,1.44E+12,Far-Near,[Christmas] [Santas] Each guests exchanges a santa with another guest at their table and explains a story that goes along with that santa.,5,0.529176868
F9phrZhv6QBEG89LS,Atlantis Trident Guest will pretend to be Altanteans and will stand in the water holding their tridents. ,A2AWBDW9V1E9KT,1.44E+12,Far-Near,[Atlantis] [Trident] Guest will pretend to be Altanteans and will stand in the water holding their tridents. ,5.2,0.823484204
FEaDZx68eBymMp9ir,"Wizard of Oz red slippers, witch brum, flying monkey suit, yellow brike road guest will have these props be incorporated into there outfits. ",AH31QLJ57XC8W,1.44E+12,Far-Near,"[Wizard of Oz] [red slippers, witch brum, flying monkey suit, yellow brike road] guest will have these props be incorporated into there outfits. ",4.6,0.32504798
FKnmxZMZdiYeivXjM,Ninendo Games Original 8 bit Nintendo at each table Each table can play old games,A25M8E1A9XVR5A,1.44E+12,Far-Near,[Ninendo Games Original] [8 bit Nintendo at each table] Each table can play old games,5,0.343254984
FMAzTp4Bs5cYj5hSm,Waifu Pillows Geeks can come in with pillows that have their digital girlfriends on the pillow.  Waifu is what a man calls an anime or video game girl/woman that they are in love with.  Plenty of sad moments for lonely men. ,A2C1GIV5DE7IAG,1.44E+12,Near-Far,[Waifu] [Pillows] Geeks can come in with pillows that have their digital girlfriends on the pillow.  Waifu is what a man calls an anime or video game girl/woman that they are in love with.  Plenty of sad moments for lonely men. ,6,1.469395413
FTCSnPBaPofd9J75w,Karaoke favorite song lyrics The theme of the wedding is karaoke. All guests will bring their favorite song lyrics so they can sing the night away.,A3BPTARPGHYU1N,1.44E+12,Far-Near,[Karaoke] [favorite song lyrics] The theme of the wedding is karaoke. All guests will bring their favorite song lyrics so they can sing the night away.,2.5,-0.693198164
FWDKmNrmkwHLnnqAC,Live wedding cameras The wedding will be broadcast live on the internet. Multiple people will have cameras recording different angles of the party and will be montages together days after.,A2HGDILIMZWQI9,1.44E+12,Near-Near,[Live wedding] [cameras] The wedding will be broadcast live on the internet. Multiple people will have cameras recording different angles of the party and will be montages together days after.,4,0.066964953
FXEhnkmBqJSBpS6i7,Game Night Board Game Gift the couple with your family's favorite board game,ATL88E7W705EG,1.44E+12,Near-Near,[Game Night] [Board Game] Gift the couple with your family's favorite board game,3.5,-0.009343234
FjtMCnfi4wHxWGsNs,"Cooking Spice bottle Each person should bring a small spice bottle of their favorite spice, and will have to spice one of the dishes from the two people sitting next to them during the banquet.",AXSDD92JCDPV7,1.44E+12,pInspControl,"[Cooking] [Spice bottle] Each person should bring a small spice bottle of their favorite spice, and will have to spice one of the dishes from the two people sitting next to them during the banquet.",5.666666667,0.951881707
FpYS9LWhJJaWDJS93,Fairy Wands Bring wands for decoration and use,A3LN9BVLOWLYER,1.44E+12,Far-Far,[Fairy] [Wands] Bring wands for decoration and use,4.75,0.681498235
FsCSTxaB8oP8dps7Y,Horror Weapon a wedding for horror enthusiasts,AMPMTF5IAAMK8,1.44E+12,pInspControl,[Horror] [Weapon] a wedding for horror enthusiasts,5.666666667,0.916418143
Fzss9W3mqEfR75QXC,minecraft pick ax all related to minecraft,A2Q547IGXUG5B6,1.44E+12,Far-Far,[minecraft] [pick ax] all related to minecraft,4.666666667,0.039000617
G55Hy2n5DA5ngN2e4,Pets Pet Everyone brings their or friend's pet and after the wedding there will be a contest for best looking,A36O6HV8LCXLJR,1.44E+12,pInspControl,[Pets] [Pet] Everyone brings their or friend's pet and after the wedding there will be a contest for best looking,5,0.29266877
GCJxCp3Fs5dFr3GsM,Zoology Pets Maybe some people have pet weddings?,AVU1N78F92K93,1.44E+12,Far-Near,[Zoology] [Pets] Maybe some people have pet weddings?,4.111111111,-0.09114282
GGBZxm8BSApaLPDmP,"Beach Vacation lounge chairs, beach umbrellas, tropical settings Create a beach setting, serve tropical drinks and food, play Hawaiian music.",A3760PCQD2MPIO,1.44E+12,Near-Near,"[Beach Vacation] [lounge chairs, beach umbrellas, tropical settings] Create a beach setting, serve tropical drinks and food, play Hawaiian music.",1.9,-0.948914656
GGaFeuFP2sWAHhZAR,Beach special shell sand will be poured into a vase to represent  everlasting love then the guests can write their names on the shells and place in vase as well for a keepsake of the wedding,AC0D4CQNMKFJK,1.44E+12,Far-Far,[Beach] [special shell] sand will be poured into a vase to represent  everlasting love then the guests can write their names on the shells and place in vase as well for a keepsake of the wedding,5,0.535891517
GJ7poBq8T6MpK52aA,Democratic Bernie Sanders T's He's an awesome candidate so many people like him.,AVU1N78F92K93,1.44E+12,Far-Near,[Democratic] [Bernie Sanders T's] He's an awesome candidate so many people like him.,3.75,-0.138527419
GJQWt53B4yEW6sjfH,casual shorts wear what you want and lets party,AW5FP8MFB3F7X,1.44E+12,Near-Near,[casual] [shorts] wear what you want and lets party,3.2,-0.287635069
GPPExBKjbKTheEvnW,cruise ship Everyone wears a Hawaiian shirt Wedding on a cruise ship...Hawaiian shirt and boat shoes and shorts required,AW081A2YEZT14,1.44E+12,Near-Far,[cruise ship] [Everyone wears a Hawaiian shirt] Wedding on a cruise ship...Hawaiian shirt and boat shoes and shorts required,3.5,0.238169158
GQoCwSmxTmAPM3iH7,Football Team Jerseys The guests will wear the team jerseys and participate in football-themed games and trivia at the reception.,A1XSASRSF9IIIM,1.44E+12,Far-Near,[Football] [Team Jerseys] The guests will wear the team jerseys and participate in football-themed games and trivia at the reception.,5.333333333,0.854508
